SRC,DST,ACTION
learning_journal/ibm_ai_developer/client_side_javascript_with_dom.md,personal-development/imported_from/learning_journal/ibm_ai_developer/client_side_javascript_with_dom.md,MOVE
learning_journal/ibm_ai_developer/dom2_node_types.md,personal-development/imported_from/learning_journal/ibm_ai_developer/dom2_node_types.md,MOVE
learning_journal/ibm_ai_developer/emotion_detector_final_project.md,personal-development/imported_from/learning_journal/ibm_ai_developer/emotion_detector_final_project.md,MOVE
learning_journal/ibm_ai_developer/enhancing_javascript_skills_locally.md,personal-development/imported_from/learning_journal/ibm_ai_developer/enhancing_javascript_skills_locally.md,MOVE
learning_journal/ibm_ai_developer/enhancing_javascript_skills_using_fiddle.md,personal-development/imported_from/learning_journal/ibm_ai_developer/enhancing_javascript_skills_using_fiddle.md,MOVE
learning_journal/ibm_ai_developer/genai_career_guide.md,personal-development/imported_from/learning_journal/ibm_ai_developer/genai_career_guide.md,MOVE
learning_journal/ibm_ai_developer/generative_ai_intro.md,personal-development/imported_from/learning_journal/ibm_ai_developer/generative_ai_intro.md,MOVE
learning_journal/ibm_ai_developer/generative_ai_prompt_engineering.md,personal-development/imported_from/learning_journal/ibm_ai_developer/generative_ai_prompt_engineering.md,MOVE
learning_journal/ibm_ai_developer/glossary_js_programming_for_web_applications.md,personal-development/imported_from/learning_journal/ibm_ai_developer/glossary_js_programming_for_web_applications.md,MOVE
learning_journal/ibm_ai_developer/html_css_javascript_intro.md,personal-development/imported_from/learning_journal/ibm_ai_developer/html_css_javascript_intro.md,MOVE
learning_journal/ibm_ai_developer/intro_software_engineering.md,personal-development/imported_from/learning_journal/ibm_ai_developer/intro_software_engineering.md,MOVE
learning_journal/ibm_ai_developer/intro_to_ai.md,personal-development/imported_from/learning_journal/ibm_ai_developer/intro_to_ai.md,MOVE
learning_journal/ibm_ai_developer/javascript_fundamentals_via_browser_console.md,personal-development/imported_from/learning_journal/ibm_ai_developer/javascript_fundamentals_via_browser_console.md,MOVE
learning_journal/ibm_ai_developer/lab_dom_manipulation_todo_list.md,personal-development/imported_from/learning_journal/ibm_ai_developer/lab_dom_manipulation_todo_list.md,MOVE
learning_journal/ibm_ai_developer/lab_js_form_validation.md,personal-development/imported_from/learning_journal/ibm_ai_developer/lab_js_form_validation.md,MOVE
learning_journal/ibm_ai_developer/python_for_data_science.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science.md,MOVE
learning_journal/ibm_ai_developer/software_dev_career_prep.md,personal-development/imported_from/learning_journal/ibm_ai_developer/software_dev_career_prep.md,MOVE
learning_journal/ibm_ai_developer/developing_ai_apps_with_python_and_flask/cheat_sheet_web_app_dev_using_flask.md,personal-development/imported_from/learning_journal/ibm_ai_developer/developing_ai_apps_with_python_and_flask/cheat_sheet_web_app_dev_using_flask.md,MOVE
learning_journal/ibm_ai_developer/developing_ai_apps_with_python_and_flask/flask_development_notes.md,personal-development/imported_from/learning_journal/ibm_ai_developer/developing_ai_apps_with_python_and_flask/flask_development_notes.md,MOVE
learning_journal/ibm_ai_developer/developing_ai_apps_with_python_and_flask/python_coding_practices_and_packaging_cheatsheet.md,personal-development/imported_from/learning_journal/ibm_ai_developer/developing_ai_apps_with_python_and_flask/python_coding_practices_and_packaging_cheatsheet.md,MOVE
learning_journal/ibm_ai_developer/gen_ai_sftwr_dev/sdlc_running_notes.md,personal-development/imported_from/learning_journal/ibm_ai_developer/gen_ai_sftwr_dev/sdlc_running_notes.md,MOVE
learning_journal/ibm_ai_developer/gen_ai_sftwr_dev/tokens_in_genai.md,personal-development/imported_from/learning_journal/ibm_ai_developer/gen_ai_sftwr_dev/tokens_in_genai.md,MOVE
learning_journal/ibm_ai_developer/intro_html_css_javascript/module_4_final_project_overview_and_review_criteria.md,personal-development/imported_from/learning_journal/ibm_ai_developer/intro_html_css_javascript/module_4_final_project_overview_and_review_criteria.md,MOVE
learning_journal/ibm_ai_developer/intro_html_css_javascript/profile_name.png,personal-development/imported_from/learning_journal/ibm_ai_developer/intro_html_css_javascript/profile_name.png,MOVE
learning_journal/ibm_ai_developer/python_for_data_science/apis_and_data_collection_cheatsheet.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/apis_and_data_collection_cheatsheet.md,MOVE
learning_journal/ibm_ai_developer/python_for_data_science/expressions_variables.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/expressions_variables.md,MOVE
learning_journal/ibm_ai_developer/python_for_data_science/glossary_apis_and_data_collection.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/glossary_apis_and_data_collection.md,MOVE
learning_journal/ibm_ai_developer/python_for_data_science/glossary_python_data_structures.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/glossary_python_data_structures.md,MOVE
learning_journal/ibm_ai_developer/python_for_data_science/glossary_working_with_data_python.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/glossary_working_with_data_python.md,MOVE
learning_journal/ibm_ai_developer/python_for_data_science/mod_1_python_basics_summary.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/mod_1_python_basics_summary.md,MOVE
learning_journal/ibm_ai_developer/python_for_data_science/pandas_intro_summary.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/pandas_intro_summary.md,MOVE
learning_journal/ibm_ai_developer/python_for_data_science/python_3_6_quick_ref.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/python_3_6_quick_ref.md,MOVE
learning_journal/ibm_ai_developer/python_for_data_science/python_cheatsheet_basics.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/python_cheatsheet_basics.md,MOVE
learning_journal/ibm_ai_developer/python_for_data_science/python_data_science_muddana_vinayakam.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/python_data_science_muddana_vinayakam.md,MOVE
learning_journal/ibm_ai_developer/python_for_data_science/python_data_structures_cheat_sheet.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/python_data_structures_cheat_sheet.md,MOVE
learning_journal/ibm_ai_developer/python_for_data_science/python_data_types.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/python_data_types.md,MOVE
learning_journal/ibm_ai_developer/python_for_data_science/python_for_data_science.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/python_for_data_science.md,MOVE
learning_journal/ibm_ai_developer/python_for_data_science/python_programming_fundamentals.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/python_programming_fundamentals.md,MOVE
learning_journal/ibm_ai_developer/python_for_data_science/sqaure_functions.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/sqaure_functions.md,MOVE
learning_journal/ibm_ai_developer/python_for_data_science/string_operations.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/string_operations.md,MOVE
learning_journal/ibm_ai_developer/python_for_data_science/summary_mod_4_working_with_data_in_python.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/summary_mod_4_working_with_data_in_python.md,MOVE
learning_journal/ibm_ai_developer/python_for_data_science/working_with_data_in_python_cheatsheet.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/working_with_data_in_python_cheatsheet.md,MOVE
legal_warfare/custody_death_autopsies.md,history-political-thought/imported_from/legal_warfare/custody_death_autopsies.md,MOVE
legal_warfare/us_aid_document_destruction.md,history-political-thought/imported_from/legal_warfare/us_aid_document_destruction.md,MOVE
mathematics/algebra/algebra_overview.md,science/imported_from/mathematics/algebra/algebra_overview.md,MOVE
mathematics/algebra/linear_equations_and_inequalities.md,science/imported_from/mathematics/algebra/linear_equations_and_inequalities.md,MOVE
metadata_protocol/metadata_protocol.md,templates/imported_from/metadata_protocol/metadata_protocol.md,MOVE
obsidian_fortress/dataview_queries/black_identity_web_query.md,zettelkasten/imported_from/obsidian_fortress/dataview_queries/black_identity_web_query.md,MOVE
obsidian_fortress/dataview_queries/table_of_nzinga_doctrine.md,zettelkasten/imported_from/obsidian_fortress/dataview_queries/table_of_nzinga_doctrine.md,MOVE
obsidian_fortress/projects/anacostia_vault_ops_and_script_discipline.md,ai-ml/imported_from/obsidian_fortress/projects/anacostia_vault_ops_and_script_discipline.md,MOVE
obsidian_fortress/projects/avm_codex_refactor.md,ai-ml/imported_from/obsidian_fortress/projects/avm_codex_refactor.md,MOVE
obsidian_fortress/projects/beautiful_graph_operator_manual.md,ai-ml/imported_from/obsidian_fortress/projects/beautiful_graph_operator_manual.md,MOVE
obsidian_fortress/projects/graph_beautification_log.md,ai-ml/imported_from/obsidian_fortress/projects/graph_beautification_log.md,MOVE
obsidian_fortress/projects/linking_ritual_protocol.md,ai-ml/imported_from/obsidian_fortress/projects/linking_ritual_protocol.md,MOVE
obsidian_fortress/projects/lion_scraper.md,ai-ml/imported_from/obsidian_fortress/projects/lion_scraper.md,MOVE
obsidian_fortress/projects/project_registry.md,ai-ml/imported_from/obsidian_fortress/projects/project_registry.md,MOVE
obsidian_fortress/projects/reading_package_playbook.md,ai-ml/imported_from/obsidian_fortress/projects/reading_package_playbook.md,MOVE
obsidian_fortress/projects/technofeudal_bias_audit.md,ai-ml/imported_from/obsidian_fortress/projects/technofeudal_bias_audit.md,MOVE
obsidian_fortress/projects/xai_live_search_api_beta.md,ai-ml/imported_from/obsidian_fortress/projects/xai_live_search_api_beta.md,MOVE
obsidian_fortress/prompt_engineering/avm_prompt_document.md,zettelkasten/imported_from/obsidian_fortress/prompt_engineering/avm_prompt_document.md,MOVE
obsidian_fortress/prompt_engineering/avm_syndicate_prompt_templates.md,zettelkasten/imported_from/obsidian_fortress/prompt_engineering/avm_syndicate_prompt_templates.md,MOVE
obsidian_fortress/prompt_engineering/avm_syndicate_tone_primer.md,zettelkasten/imported_from/obsidian_fortress/prompt_engineering/avm_syndicate_tone_primer.md,MOVE
obsidian_fortress/reading_systems/reading_log_schema.md,zettelkasten/imported_from/obsidian_fortress/reading_systems/reading_log_schema.md,MOVE
obsidian_ops/script_companions/vault_structure_emitter.md,templates/imported_from/obsidian_ops/script_companions/vault_structure_emitter.md,MOVE
obsidian_ops/script_companions/vault_yaml_validator.md,templates/imported_from/obsidian_ops/script_companions/vault_yaml_validator.md,MOVE
obsidian_ops/_script_output_archive/sankofa_spine_script_gen_20250511_1743.md,projects/imported_from/obsidian_ops/_script_output_archive/sankofa_spine_script_gen_20250511_1743.md,MOVE
obsidian_ops/_script_output_archive/war_council_dashboard_draft_20250511.md,projects/imported_from/obsidian_ops/_script_output_archive/war_council_dashboard_draft_20250511.md,MOVE
personal_development/career_development_networking_strategies.md,personal-development/imported_from/personal_development/career_development_networking_strategies.md,MOVE
personal_development/job_search_log.md,personal-development/imported_from/personal_development/job_search_log.md,MOVE
personal_development/personal_development_digitalscorpyun.md,personal-development/imported_from/personal_development/personal_development_digitalscorpyun.md,MOVE
personal_development/personal_development_goal_setting.md,personal-development/imported_from/personal_development/personal_development_goal_setting.md,MOVE
personal_development/personal_development_mindfulness_practice.md,personal-development/imported_from/personal_development/personal_development_mindfulness_practice.md,MOVE
personal_development/personal_development_productivity_strategies.md,personal-development/imported_from/personal_development/personal_development_productivity_strategies.md,MOVE
personal_development/reading_reflection_journal.md,personal-development/imported_from/personal_development/reading_reflection_journal.md,MOVE
personal_development/redeployment_plan_for_digitalscorpyun.md,personal-development/imported_from/personal_development/redeployment_plan_for_digitalscorpyun.md,MOVE
personal_development/resume.md,personal-development/imported_from/personal_development/resume.md,MOVE
personal_development/resume_2.md,personal-development/imported_from/personal_development/resume_2.md,MOVE
personal_development/resume_digitalscorpyun.md.bak.20250507-111059,personal-development/imported_from/personal_development/resume_digitalscorpyun.md.bak.20250507-111059,MOVE
personal_development/resume_master.md,personal-development/imported_from/personal_development/resume_master.md,MOVE
personal_development/cooking/cajun_style_pinto_beans.md,personal-development/imported_from/personal_development/cooking/cajun_style_pinto_beans.md,MOVE
personal_development/cooking/digitalscorpyuns_jambalaya.md,personal-development/imported_from/personal_development/cooking/digitalscorpyuns_jambalaya.md,MOVE
personal_development/cooking/fat_cutting_grocery_codex.md,personal-development/imported_from/personal_development/cooking/fat_cutting_grocery_codex.md,MOVE
political_warfare/georgia_governor_bottoms.md,history-political-thought/imported_from/political_warfare/georgia_governor_bottoms.md,MOVE
political_warfare/technofeudal_manifesto.md,history-political-thought/imported_from/political_warfare/technofeudal_manifesto.md,MOVE
political_warfare/anti_dei_reversals/doj_investigates_chicago_dei.md,history-political-thought/imported_from/political_warfare/anti_dei_reversals/doj_investigates_chicago_dei.md,MOVE
political_warfare/education_front/teacher_tax_revolts.md,history-political-thought/imported_from/political_warfare/education_front/teacher_tax_revolts.md,MOVE
political_warfare/election_strategy/abrams_playbook_analysis.md,history-political-thought/imported_from/political_warfare/election_strategy/abrams_playbook_analysis.md,MOVE
political_warfare/healthcare_resistance/rural_hospital_collapse.md,history-political-thought/imported_from/political_warfare/healthcare_resistance/rural_hospital_collapse.md,MOVE
political_warfare/legacy_protocols/john_lewis_algorithm.md,history-political-thought/imported_from/political_warfare/legacy_protocols/john_lewis_algorithm.md,MOVE
projects/javascript_projects/javascript_apis.md,projects/imported_from/projects/javascript_projects/javascript_apis.md,MOVE
python_artillery/miniconda_activation_and_environment_setup.md,ai-ml/imported_from/python_artillery/miniconda_activation_and_environment_setup.md,MOVE
python_artillery/python_grimoire.md,ai-ml/imported_from/python_artillery/python_grimoire.md,MOVE
python_artillery/python_learning_path.md,ai-ml/imported_from/python_artillery/python_learning_path.md,MOVE
python_artillery/python_learning_roadmap.md,ai-ml/imported_from/python_artillery/python_learning_roadmap.md,MOVE
python_artillery/python_overview.md,ai-ml/imported_from/python_artillery/python_overview.md,MOVE
python_artillery/deep_learning/deep_learning_roadmap.md,ai-ml/imported_from/python_artillery/deep_learning/deep_learning_roadmap.md,MOVE
python_artillery/deep_learning/phase_1_foundations.md,ai-ml/imported_from/python_artillery/deep_learning/phase_1_foundations.md,MOVE
python_artillery/ibm_ai_developer/course_5_introduction_html5_css_and_javascript/module_2/bem_naming_convention.md,ai-ml/imported_from/python_artillery/ibm_ai_developer/course_5_introduction_html5_css_and_javascript/module_2/bem_naming_convention.md,MOVE
python_artillery/ibm_ai_developer/course_5_introduction_html5_css_and_javascript/module_2/cheatsheet_css_overview_and_html5_elements.md,ai-ml/imported_from/python_artillery/ibm_ai_developer/course_5_introduction_html5_css_and_javascript/module_2/cheatsheet_css_overview_and_html5_elements.md,MOVE
python_artillery/ibm_ai_developer/course_5_introduction_html5_css_and_javascript/module_2/html5_input_attributes.md,ai-ml/imported_from/python_artillery/ibm_ai_developer/course_5_introduction_html5_css_and_javascript/module_2/html5_input_attributes.md,MOVE
python_artillery/ibm_ai_developer/course_5_introduction_html5_css_and_javascript/module_3/javascript_core_concepts_scorpyunstyle.md,ai-ml/imported_from/python_artillery/ibm_ai_developer/course_5_introduction_html5_css_and_javascript/module_3/javascript_core_concepts_scorpyunstyle.md,MOVE
python_artillery/ibm_ai_developer/course_5_introduction_html5_css_and_javascript/module_3/javascript_language_overview_and_syntax.md,ai-ml/imported_from/python_artillery/ibm_ai_developer/course_5_introduction_html5_css_and_javascript/module_3/javascript_language_overview_and_syntax.md,MOVE
python_artillery/powershell/customized_powershell_prompt.md,ai-ml/imported_from/python_artillery/powershell/customized_powershell_prompt.md,MOVE
python_artillery/powershell/powershell_overview.md,ai-ml/imported_from/python_artillery/powershell/powershell_overview.md,MOVE
reading_journal/deep_research/African Independence Movements (1955–1965).pdf,africana-studies/imported_from/reading_journal/deep_research/African Independence Movements (1955–1965).pdf,MOVE
reading_journal/deep_research/Black Land Justice Scroll.pdf,africana-studies/imported_from/reading_journal/deep_research/Black Land Justice Scroll.pdf,MOVE
reading_journal/deep_research/black_identity_web.md,africana-studies/imported_from/reading_journal/deep_research/black_identity_web.md,MOVE
reading_journal/deep_research/black_panther_party_archival_scroll.md,africana-studies/imported_from/reading_journal/deep_research/black_panther_party_archival_scroll.md,MOVE
"reading_journal/deep_research/Critical Analysis of Web3’s Structural, Political, and Sociotechnical Realities.pdf","africana-studies/imported_from/reading_journal/deep_research/Critical Analysis of Web3’s Structural, Political, and Sociotechnical Realities.pdf",MOVE
reading_journal/deep_research/critique_of_colonial_exploitation_and_illegitimate_territorial_claims.md,africana-studies/imported_from/reading_journal/deep_research/critique_of_colonial_exploitation_and_illegitimate_territorial_claims.md,MOVE
reading_journal/deep_research/diasporic_literature_timeline.md,africana-studies/imported_from/reading_journal/deep_research/diasporic_literature_timeline.md,MOVE
reading_journal/deep_research/digital_governance.md,africana-studies/imported_from/reading_journal/deep_research/digital_governance.md,MOVE
reading_journal/deep_research/Dorothy Dandridge Research Scroll.pdf,africana-studies/imported_from/reading_journal/deep_research/Dorothy Dandridge Research Scroll.pdf,MOVE
reading_journal/deep_research/dorothy_dandridge_scroll.md,africana-studies/imported_from/reading_journal/deep_research/dorothy_dandridge_scroll.md,MOVE
reading_journal/deep_research/folk_language_of_resistance.md,africana-studies/imported_from/reading_journal/deep_research/folk_language_of_resistance.md,MOVE
reading_journal/deep_research/gaza_conflict_tracker.md,africana-studies/imported_from/reading_journal/deep_research/gaza_conflict_tracker.md,MOVE
reading_journal/deep_research/Ibrahim Traoré Information.pdf,africana-studies/imported_from/reading_journal/deep_research/Ibrahim Traoré Information.pdf,MOVE
reading_journal/deep_research/Mapping Black Identity Across the Digital Landscape.pdf,africana-studies/imported_from/reading_journal/deep_research/Mapping Black Identity Across the Digital Landscape.pdf,MOVE
reading_journal/deep_research/michael_brown_ferguson_deep_research.md,africana-studies/imported_from/reading_journal/deep_research/michael_brown_ferguson_deep_research.md,MOVE
"reading_journal/deep_research/Nicodemus, Kansas — A Sacred Chronicle.pdf","africana-studies/imported_from/reading_journal/deep_research/Nicodemus, Kansas — A Sacred Chronicle.pdf",MOVE
reading_journal/deep_research/palestinian_memory_warfare.md,africana-studies/imported_from/reading_journal/deep_research/palestinian_memory_warfare.md,MOVE
reading_journal/deep_research/Project Maven (Algorithmic Targeting Initiative).pdf,africana-studies/imported_from/reading_journal/deep_research/Project Maven (Algorithmic Targeting Initiative).pdf,MOVE
reading_journal/deep_research/reconstruction_betrayal.md,africana-studies/imported_from/reading_journal/deep_research/reconstruction_betrayal.md,MOVE
reading_journal/deep_research/recursive_self_scroll.md,africana-studies/imported_from/reading_journal/deep_research/recursive_self_scroll.md,MOVE
reading_journal/deep_research/reparations_summary.md,africana-studies/imported_from/reading_journal/deep_research/reparations_summary.md,MOVE
reading_journal/deep_research/southern_identity_myths.md,africana-studies/imported_from/reading_journal/deep_research/southern_identity_myths.md,MOVE
reading_journal/deep_research/ugly_white_people_analysis.md,africana-studies/imported_from/reading_journal/deep_research/ugly_white_people_analysis.md,MOVE
reading_journal/deep_research/burkina_faso/aes_geopolitics_scroll.md,africana-studies/imported_from/reading_journal/deep_research/burkina_faso/aes_geopolitics_scroll.md,MOVE
reading_journal/deep_research/burkina_faso/burkina_faso_scroll.md,africana-studies/imported_from/reading_journal/deep_research/burkina_faso/burkina_faso_scroll.md,MOVE
reading_journal/deep_research/burkina_faso/burkina_security_landscape.md,africana-studies/imported_from/reading_journal/deep_research/burkina_faso/burkina_security_landscape.md,MOVE
reading_journal/deep_research/burkina_faso/thomas_sankara_revolution.md,africana-studies/imported_from/reading_journal/deep_research/burkina_faso/thomas_sankara_revolution.md,MOVE
