SRC,DST,ACTION
learning_journal/ibm_ai_developer/python_for_data_science.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science.md,DRY_RUN
learning_journal/ibm_ai_developer/software_dev_career_prep.md,personal-development/imported_from/learning_journal/ibm_ai_developer/software_dev_career_prep.md,DRY_RUN
learning_journal/ibm_ai_developer/developing_ai_apps_with_python_and_flask/cheat_sheet_web_app_dev_using_flask.md,personal-development/imported_from/learning_journal/ibm_ai_developer/developing_ai_apps_with_python_and_flask/cheat_sheet_web_app_dev_using_flask.md,DRY_RUN
learning_journal/ibm_ai_developer/developing_ai_apps_with_python_and_flask/flask_development_notes.md,personal-development/imported_from/learning_journal/ibm_ai_developer/developing_ai_apps_with_python_and_flask/flask_development_notes.md,DRY_RUN
learning_journal/ibm_ai_developer/developing_ai_apps_with_python_and_flask/python_coding_practices_and_packaging_cheatsheet.md,personal-development/imported_from/learning_journal/ibm_ai_developer/developing_ai_apps_with_python_and_flask/python_coding_practices_and_packaging_cheatsheet.md,DRY_RUN
learning_journal/ibm_ai_developer/gen_ai_sftwr_dev/sdlc_running_notes.md,personal-development/imported_from/learning_journal/ibm_ai_developer/gen_ai_sftwr_dev/sdlc_running_notes.md,DRY_RUN
learning_journal/ibm_ai_developer/gen_ai_sftwr_dev/tokens_in_genai.md,personal-development/imported_from/learning_journal/ibm_ai_developer/gen_ai_sftwr_dev/tokens_in_genai.md,DRY_RUN
learning_journal/ibm_ai_developer/intro_html_css_javascript/module_4_final_project_overview_and_review_criteria.md,personal-development/imported_from/learning_journal/ibm_ai_developer/intro_html_css_javascript/module_4_final_project_overview_and_review_criteria.md,DRY_RUN
learning_journal/ibm_ai_developer/intro_html_css_javascript/profile_name.png,personal-development/imported_from/learning_journal/ibm_ai_developer/intro_html_css_javascript/profile_name.png,DRY_RUN
learning_journal/ibm_ai_developer/python_for_data_science/apis_and_data_collection_cheatsheet.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/apis_and_data_collection_cheatsheet.md,DRY_RUN
learning_journal/ibm_ai_developer/python_for_data_science/expressions_variables.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/expressions_variables.md,DRY_RUN
learning_journal/ibm_ai_developer/python_for_data_science/glossary_apis_and_data_collection.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/glossary_apis_and_data_collection.md,DRY_RUN
learning_journal/ibm_ai_developer/python_for_data_science/glossary_python_data_structures.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/glossary_python_data_structures.md,DRY_RUN
learning_journal/ibm_ai_developer/python_for_data_science/glossary_working_with_data_python.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/glossary_working_with_data_python.md,DRY_RUN
learning_journal/ibm_ai_developer/python_for_data_science/mod_1_python_basics_summary.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/mod_1_python_basics_summary.md,DRY_RUN
learning_journal/ibm_ai_developer/python_for_data_science/pandas_intro_summary.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/pandas_intro_summary.md,DRY_RUN
learning_journal/ibm_ai_developer/python_for_data_science/python_3_6_quick_ref.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/python_3_6_quick_ref.md,DRY_RUN
learning_journal/ibm_ai_developer/python_for_data_science/python_cheatsheet_basics.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/python_cheatsheet_basics.md,DRY_RUN
learning_journal/ibm_ai_developer/python_for_data_science/python_data_science_muddana_vinayakam.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/python_data_science_muddana_vinayakam.md,DRY_RUN
learning_journal/ibm_ai_developer/python_for_data_science/python_data_structures_cheat_sheet.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/python_data_structures_cheat_sheet.md,DRY_RUN
learning_journal/ibm_ai_developer/python_for_data_science/python_data_types.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/python_data_types.md,DRY_RUN
learning_journal/ibm_ai_developer/python_for_data_science/python_for_data_science.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/python_for_data_science.md,DRY_RUN
learning_journal/ibm_ai_developer/python_for_data_science/python_programming_fundamentals.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/python_programming_fundamentals.md,DRY_RUN
learning_journal/ibm_ai_developer/python_for_data_science/sqaure_functions.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/sqaure_functions.md,DRY_RUN
learning_journal/ibm_ai_developer/python_for_data_science/string_operations.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/string_operations.md,DRY_RUN
learning_journal/ibm_ai_developer/python_for_data_science/summary_mod_4_working_with_data_in_python.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/summary_mod_4_working_with_data_in_python.md,DRY_RUN
learning_journal/ibm_ai_developer/python_for_data_science/working_with_data_in_python_cheatsheet.md,personal-development/imported_from/learning_journal/ibm_ai_developer/python_for_data_science/working_with_data_in_python_cheatsheet.md,DRY_RUN
legal_warfare/custody_death_autopsies.md,history-political-thought/imported_from/legal_warfare/custody_death_autopsies.md,DRY_RUN
legal_warfare/us_aid_document_destruction.md,history-political-thought/imported_from/legal_warfare/us_aid_document_destruction.md,DRY_RUN
mathematics/algebra/algebra_overview.md,science/imported_from/mathematics/algebra/algebra_overview.md,DRY_RUN
mathematics/algebra/linear_equations_and_inequalities.md,science/imported_from/mathematics/algebra/linear_equations_and_inequalities.md,DRY_RUN
metadata_protocol/metadata_protocol.md,templates/imported_from/metadata_protocol/metadata_protocol.md,DRY_RUN
obsidian_fortress/dataview_queries/black_identity_web_query.md,zettelkasten/imported_from/obsidian_fortress/dataview_queries/black_identity_web_query.md,DRY_RUN
obsidian_fortress/dataview_queries/table_of_nzinga_doctrine.md,zettelkasten/imported_from/obsidian_fortress/dataview_queries/table_of_nzinga_doctrine.md,DRY_RUN
obsidian_fortress/projects/anacostia_vault_ops_and_script_discipline.md,ai-ml/imported_from/obsidian_fortress/projects/anacostia_vault_ops_and_script_discipline.md,DRY_RUN
obsidian_fortress/projects/avm_codex_refactor.md,ai-ml/imported_from/obsidian_fortress/projects/avm_codex_refactor.md,DRY_RUN
obsidian_fortress/projects/beautiful_graph_operator_manual.md,ai-ml/imported_from/obsidian_fortress/projects/beautiful_graph_operator_manual.md,DRY_RUN
obsidian_fortress/projects/graph_beautification_log.md,ai-ml/imported_from/obsidian_fortress/projects/graph_beautification_log.md,DRY_RUN
obsidian_fortress/projects/linking_ritual_protocol.md,ai-ml/imported_from/obsidian_fortress/projects/linking_ritual_protocol.md,DRY_RUN
obsidian_fortress/projects/lion_scraper.md,ai-ml/imported_from/obsidian_fortress/projects/lion_scraper.md,DRY_RUN
obsidian_fortress/projects/project_registry.md,ai-ml/imported_from/obsidian_fortress/projects/project_registry.md,DRY_RUN
obsidian_fortress/projects/reading_package_playbook.md,ai-ml/imported_from/obsidian_fortress/projects/reading_package_playbook.md,DRY_RUN
obsidian_fortress/projects/technofeudal_bias_audit.md,ai-ml/imported_from/obsidian_fortress/projects/technofeudal_bias_audit.md,DRY_RUN
obsidian_fortress/projects/xai_live_search_api_beta.md,ai-ml/imported_from/obsidian_fortress/projects/xai_live_search_api_beta.md,DRY_RUN
obsidian_fortress/prompt_engineering/avm_prompt_document.md,zettelkasten/imported_from/obsidian_fortress/prompt_engineering/avm_prompt_document.md,DRY_RUN
obsidian_fortress/prompt_engineering/avm_syndicate_prompt_templates.md,zettelkasten/imported_from/obsidian_fortress/prompt_engineering/avm_syndicate_prompt_templates.md,DRY_RUN
obsidian_fortress/prompt_engineering/avm_syndicate_tone_primer.md,zettelkasten/imported_from/obsidian_fortress/prompt_engineering/avm_syndicate_tone_primer.md,DRY_RUN
obsidian_fortress/reading_systems/reading_log_schema.md,zettelkasten/imported_from/obsidian_fortress/reading_systems/reading_log_schema.md,DRY_RUN
obsidian_ops/script_companions/vault_structure_emitter.md,templates/imported_from/obsidian_ops/script_companions/vault_structure_emitter.md,DRY_RUN
obsidian_ops/script_companions/vault_yaml_validator.md,templates/imported_from/obsidian_ops/script_companions/vault_yaml_validator.md,DRY_RUN
obsidian_ops/_script_output_archive/sankofa_spine_script_gen_20250511_1743.md,projects/imported_from/obsidian_ops/_script_output_archive/sankofa_spine_script_gen_20250511_1743.md,DRY_RUN
obsidian_ops/_script_output_archive/war_council_dashboard_draft_20250511.md,projects/imported_from/obsidian_ops/_script_output_archive/war_council_dashboard_draft_20250511.md,DRY_RUN
personal_development/career_development_networking_strategies.md,personal-development/imported_from/personal_development/career_development_networking_strategies.md,DRY_RUN
personal_development/job_search_log.md,personal-development/imported_from/personal_development/job_search_log.md,DRY_RUN
personal_development/personal_development_digitalscorpyun.md,personal-development/imported_from/personal_development/personal_development_digitalscorpyun.md,DRY_RUN
personal_development/personal_development_goal_setting.md,personal-development/imported_from/personal_development/personal_development_goal_setting.md,DRY_RUN
personal_development/personal_development_mindfulness_practice.md,personal-development/imported_from/personal_development/personal_development_mindfulness_practice.md,DRY_RUN
personal_development/personal_development_productivity_strategies.md,personal-development/imported_from/personal_development/personal_development_productivity_strategies.md,DRY_RUN
personal_development/reading_reflection_journal.md,personal-development/imported_from/personal_development/reading_reflection_journal.md,DRY_RUN
personal_development/redeployment_plan_for_digitalscorpyun.md,personal-development/imported_from/personal_development/redeployment_plan_for_digitalscorpyun.md,DRY_RUN
personal_development/resume.md,personal-development/imported_from/personal_development/resume.md,DRY_RUN
personal_development/resume_2.md,personal-development/imported_from/personal_development/resume_2.md,DRY_RUN
personal_development/resume_digitalscorpyun.md.bak.20250507-111059,personal-development/imported_from/personal_development/resume_digitalscorpyun.md.bak.20250507-111059,DRY_RUN
personal_development/resume_master.md,personal-development/imported_from/personal_development/resume_master.md,DRY_RUN
personal_development/cooking/cajun_style_pinto_beans.md,personal-development/imported_from/personal_development/cooking/cajun_style_pinto_beans.md,DRY_RUN
personal_development/cooking/digitalscorpyuns_jambalaya.md,personal-development/imported_from/personal_development/cooking/digitalscorpyuns_jambalaya.md,DRY_RUN
personal_development/cooking/fat_cutting_grocery_codex.md,personal-development/imported_from/personal_development/cooking/fat_cutting_grocery_codex.md,DRY_RUN
political_warfare/georgia_governor_bottoms.md,history-political-thought/imported_from/political_warfare/georgia_governor_bottoms.md,DRY_RUN
political_warfare/technofeudal_manifesto.md,history-political-thought/imported_from/political_warfare/technofeudal_manifesto.md,DRY_RUN
political_warfare/anti_dei_reversals/doj_investigates_chicago_dei.md,history-political-thought/imported_from/political_warfare/anti_dei_reversals/doj_investigates_chicago_dei.md,DRY_RUN
political_warfare/education_front/teacher_tax_revolts.md,history-political-thought/imported_from/political_warfare/education_front/teacher_tax_revolts.md,DRY_RUN
political_warfare/election_strategy/abrams_playbook_analysis.md,history-political-thought/imported_from/political_warfare/election_strategy/abrams_playbook_analysis.md,DRY_RUN
political_warfare/healthcare_resistance/rural_hospital_collapse.md,history-political-thought/imported_from/political_warfare/healthcare_resistance/rural_hospital_collapse.md,DRY_RUN
political_warfare/legacy_protocols/john_lewis_algorithm.md,history-political-thought/imported_from/political_warfare/legacy_protocols/john_lewis_algorithm.md,DRY_RUN
projects/javascript_projects/javascript_apis.md,projects/imported_from/projects/javascript_projects/javascript_apis.md,DRY_RUN
python_artillery/miniconda_activation_and_environment_setup.md,ai-ml/imported_from/python_artillery/miniconda_activation_and_environment_setup.md,DRY_RUN
python_artillery/python_grimoire.md,ai-ml/imported_from/python_artillery/python_grimoire.md,DRY_RUN
python_artillery/python_learning_path.md,ai-ml/imported_from/python_artillery/python_learning_path.md,DRY_RUN
python_artillery/python_learning_roadmap.md,ai-ml/imported_from/python_artillery/python_learning_roadmap.md,DRY_RUN
python_artillery/python_overview.md,ai-ml/imported_from/python_artillery/python_overview.md,DRY_RUN
python_artillery/deep_learning/deep_learning_roadmap.md,ai-ml/imported_from/python_artillery/deep_learning/deep_learning_roadmap.md,DRY_RUN
python_artillery/deep_learning/phase_1_foundations.md,ai-ml/imported_from/python_artillery/deep_learning/phase_1_foundations.md,DRY_RUN
python_artillery/ibm_ai_developer/course_5_introduction_html5_css_and_javascript/module_2/bem_naming_convention.md,ai-ml/imported_from/python_artillery/ibm_ai_developer/course_5_introduction_html5_css_and_javascript/module_2/bem_naming_convention.md,DRY_RUN
python_artillery/ibm_ai_developer/course_5_introduction_html5_css_and_javascript/module_2/cheatsheet_css_overview_and_html5_elements.md,ai-ml/imported_from/python_artillery/ibm_ai_developer/course_5_introduction_html5_css_and_javascript/module_2/cheatsheet_css_overview_and_html5_elements.md,DRY_RUN
python_artillery/ibm_ai_developer/course_5_introduction_html5_css_and_javascript/module_2/html5_input_attributes.md,ai-ml/imported_from/python_artillery/ibm_ai_developer/course_5_introduction_html5_css_and_javascript/module_2/html5_input_attributes.md,DRY_RUN
python_artillery/ibm_ai_developer/course_5_introduction_html5_css_and_javascript/module_3/javascript_core_concepts_scorpyunstyle.md,ai-ml/imported_from/python_artillery/ibm_ai_developer/course_5_introduction_html5_css_and_javascript/module_3/javascript_core_concepts_scorpyunstyle.md,DRY_RUN
python_artillery/ibm_ai_developer/course_5_introduction_html5_css_and_javascript/module_3/javascript_language_overview_and_syntax.md,ai-ml/imported_from/python_artillery/ibm_ai_developer/course_5_introduction_html5_css_and_javascript/module_3/javascript_language_overview_and_syntax.md,DRY_RUN
python_artillery/powershell/customized_powershell_prompt.md,ai-ml/imported_from/python_artillery/powershell/customized_powershell_prompt.md,DRY_RUN
python_artillery/powershell/powershell_overview.md,ai-ml/imported_from/python_artillery/powershell/powershell_overview.md,DRY_RUN
reading_journal/deep_research/African Independence Movements (1955–1965).pdf,africana-studies/imported_from/reading_journal/deep_research/African Independence Movements (1955–1965).pdf,DRY_RUN
reading_journal/deep_research/Black Land Justice Scroll.pdf,africana-studies/imported_from/reading_journal/deep_research/Black Land Justice Scroll.pdf,DRY_RUN
reading_journal/deep_research/black_identity_web.md,africana-studies/imported_from/reading_journal/deep_research/black_identity_web.md,DRY_RUN
reading_journal/deep_research/black_panther_party_archival_scroll.md,africana-studies/imported_from/reading_journal/deep_research/black_panther_party_archival_scroll.md,DRY_RUN
"reading_journal/deep_research/Critical Analysis of Web3’s Structural, Political, and Sociotechnical Realities.pdf","africana-studies/imported_from/reading_journal/deep_research/Critical Analysis of Web3’s Structural, Political, and Sociotechnical Realities.pdf",DRY_RUN
reading_journal/deep_research/critique_of_colonial_exploitation_and_illegitimate_territorial_claims.md,africana-studies/imported_from/reading_journal/deep_research/critique_of_colonial_exploitation_and_illegitimate_territorial_claims.md,DRY_RUN
reading_journal/deep_research/diasporic_literature_timeline.md,africana-studies/imported_from/reading_journal/deep_research/diasporic_literature_timeline.md,DRY_RUN
reading_journal/deep_research/digital_governance.md,africana-studies/imported_from/reading_journal/deep_research/digital_governance.md,DRY_RUN
reading_journal/deep_research/Dorothy Dandridge Research Scroll.pdf,africana-studies/imported_from/reading_journal/deep_research/Dorothy Dandridge Research Scroll.pdf,DRY_RUN
reading_journal/deep_research/dorothy_dandridge_scroll.md,africana-studies/imported_from/reading_journal/deep_research/dorothy_dandridge_scroll.md,DRY_RUN
reading_journal/deep_research/folk_language_of_resistance.md,africana-studies/imported_from/reading_journal/deep_research/folk_language_of_resistance.md,DRY_RUN
reading_journal/deep_research/gaza_conflict_tracker.md,africana-studies/imported_from/reading_journal/deep_research/gaza_conflict_tracker.md,DRY_RUN
reading_journal/deep_research/Ibrahim Traoré Information.pdf,africana-studies/imported_from/reading_journal/deep_research/Ibrahim Traoré Information.pdf,DRY_RUN
reading_journal/deep_research/Mapping Black Identity Across the Digital Landscape.pdf,africana-studies/imported_from/reading_journal/deep_research/Mapping Black Identity Across the Digital Landscape.pdf,DRY_RUN
reading_journal/deep_research/michael_brown_ferguson_deep_research.md,africana-studies/imported_from/reading_journal/deep_research/michael_brown_ferguson_deep_research.md,DRY_RUN
"reading_journal/deep_research/Nicodemus, Kansas — A Sacred Chronicle.pdf","africana-studies/imported_from/reading_journal/deep_research/Nicodemus, Kansas — A Sacred Chronicle.pdf",DRY_RUN
reading_journal/deep_research/palestinian_memory_warfare.md,africana-studies/imported_from/reading_journal/deep_research/palestinian_memory_warfare.md,DRY_RUN
reading_journal/deep_research/Project Maven (Algorithmic Targeting Initiative).pdf,africana-studies/imported_from/reading_journal/deep_research/Project Maven (Algorithmic Targeting Initiative).pdf,DRY_RUN
reading_journal/deep_research/reconstruction_betrayal.md,africana-studies/imported_from/reading_journal/deep_research/reconstruction_betrayal.md,DRY_RUN
reading_journal/deep_research/recursive_self_scroll.md,africana-studies/imported_from/reading_journal/deep_research/recursive_self_scroll.md,DRY_RUN
